geneId	geneSymbol	DSI	DPI	PLI	protein_class_name	protein_class	NofDiseases	NofPmids
      493	ATP2B4	0.659	0.577	0.0015112	Transporter	DTO_05007405	  48	   38
      495	ATP4A	0.575	0.769	9.4424e-12	Transporter	DTO_05007405	 101	  118
      496	ATP4B	0.76	0.269	4.6372e-05	Transporter	DTO_05007405	  13	   10
      498	ATP5F1A	0.604	0.731	0.99945	Transporter	DTO_05007405	  84	   50
      501	ALDH7A1	0.551	0.769	1.3923e-22	Enzyme	DTO_05007624	 141	  143
      506	ATP5F1B	0.626	0.654	0.97679	Transporter	DTO_05007405	  62	   33
      509	ATP5F1C	0.89	0.115	0.00079192	Transporter	DTO_05007405	   5	    2
      513	ATP5F1D	0.674	0.5	0.073813	Transporter	DTO_05007405	  69	   12
      514	ATP5F1E	0.686	0.5	0.0088748	Transporter	DTO_05007405	  37	   28
      516	ATP5MC1	0.805	0.308	0.42691			   9	   11
      517	ATP5MC2	0.861	0.192	7.4577e-06			   9	    8
      521	ATP5ME	1	0.038	0.085765	Transporter	DTO_05007405	   1	    1
      522	ATP5PF	0.716	0.538	0.006131	Transporter	DTO_05007405	  26	   23
      523	ATP6V1A	0.579	0.615	0.86801	Transporter	DTO_05007405	 147	    6
      525	ATP6V1B1	0.695	0.346	2.3997e-09	Transporter	DTO_05007405	  30	   54
      526	ATP6V1B2	0.606	0.577	0.99154	Transporter	DTO_05007405	 101	   12
      527	ATP6V0C	0.78	0.154	0.74232	Transporter	DTO_05007405	  18	    8
      528	ATP6V1C1	0.821	0.192	0.00015353	Transporter	DTO_05007405	  13	    4
      529	ATP6V1E1	0.61	0.769	0.528	Transporter	DTO_05007405	 105	   13
      533	ATP6V0B	0.931	0.115	0.96895	Transporter	DTO_05007405	   3	    2
      534	ATP6V1G2	0.839	0.269	0.0028604	Transporter	DTO_05007405	   7	    8
      535	ATP6V0A1	0.821	0.192	0.99797	Transporter	DTO_05007405	  11	    5
      537	ATP6AP1	0.691	0.577	0.99079			  38	   11
      538	ATP7A	0.494	0.769	0.99983	Transporter	DTO_05007405	 348	  231
      539	ATP5PO	0.861	0.192	0.058145			   5	    6
      540	ATP7B	0.529	0.654	4.8001e-30	Transporter	DTO_05007405	 182	  542
      545	ATR	0.456	0.923	3.5177e-09	Kinase	DTO_03300101	 321	  317
      546	ATRX	0.452	0.808	1			 412	  272
      547	KIF1A	0.559	0.692	1	Cellular structure	DTO_05007530	 187	   49
      549	AUH	0.686	0.346	8.024e-06	Enzyme	DTO_05007624	  42	   17
      551	AVP	0.437	0.846	0.074413	Signaling	DTO_05007599	 454	  798
      552	AVPR1A	0.663	0.5	6.8987e-07	G-protein coupled receptor	DTO_02300001	  51	   61
      553	AVPR1B	0.705	0.385	0.00037047	G-protein coupled receptor	DTO_02300001	  29	   21
      554	AVPR2	0.568	0.769	0.55589	G-protein coupled receptor	DTO_02300001	 134	  212
      558	AXL	0.489	0.615	0.012951	Kinase	DTO_03300101	 203	  273
      560	AZF1	0.711	0.269				  22	   48
      563	AZGP1	0.566	0.769	4.1545e-06			 101	   86
      566	AZU1	0.636	0.692	3.9068e-05	Enzyme	DTO_05007624	  56	   59
      567	B2M	0.447	0.846	0.56167	Immune response	DTO_05007608	 352	  382
      570	BAAT	0.578	0.654	7.8651e-08			  98	  108
      571	BACH1	0.585	0.731	0.57072			  86	   83
      572	BAD	0.553	0.769	0.0046237			 125	  130
      573	BAG1	0.538	0.769	6.5264e-06			 128	  119
      574	BAGE	0.711	0.346				  27	   21
      575	ADGRB1	0.695	0.231	1	G-protein coupled receptor	DTO_02300001	  34	   27
      576	ADGRB2	0.89	0.192	0.99982	G-protein coupled receptor	DTO_02300001	  13	    5
      577	ADGRB3	0.736	0.192	1	G-protein coupled receptor	DTO_02300001	  26	   10
      578	BAK1	0.555	0.769	7.4028e-06	Signaling	DTO_05007599	 115	  116
      579	NKX3-2	0.736	0.308	0.63821	Transcription factor	DTO_05007542	  31	    7
      580	BARD1	0.597	0.538	1.3777e-24			  75	  157
      581	BAX	0.417	0.885	0.31746	Signaling	DTO_05007599	 420	 1053
      582	BBS1	0.593	0.692	3.4063e-12			 111	   85
      583	BBS2	0.565	0.654	1.0328e-17			 128	  128
      585	BBS4	0.647	0.615	1.4549e-16			  63	   47
      586	BCAT1	0.606	0.538	3.7984e-08	Enzyme	DTO_05007624	  62	   43
      587	BCAT2	0.686	0.385	2.826e-12	Enzyme	DTO_05007624	  30	   11
      590	BCHE	0.447	0.923	1.0643e-13			 392	  787
      593	BCKDHA	0.695	0.423	9.8243e-09			  45	   72
      594	BCKDHB	0.682	0.5	4.3112e-09	Enzyme	DTO_05007624	  50	   79
      595	CCND1	0.344	0.923	0.89057	Enzyme modulator	DTO_05007584	 859	 2863
      596	BCL2	0.291	0.885	0.55903	Signaling	DTO_05007599	1456	 6601
      597	BCL2A1	0.529	0.731	0.20785	Signaling	DTO_05007599	 150	  135
      598	BCL2L1	0.493	0.885	0.93667	Signaling	DTO_05007599	 212	  224
      599	BCL2L2	0.599	0.615	0.46908	Signaling	DTO_05007599	  66	   44
      602	BCL3	0.541	0.731	0.98871			 136	  127
      603	BCL5	0.89	0.154				   3	    1
      604	BCL6	0.444	0.808	0.96038			 309	  734
      605	BCL7A	0.736	0.385	0.07823			  23	   13
      606	NBEAP1	0.861	0.154				   5	    2
      607	BCL9	0.595	0.615	0.49607			  74	   54
      608	TNFRSF17	0.588	0.692	1.3715e-06	Receptor	DTO_05007575	  81	   98
      610	HCN2	0.653	0.385	0.48885	Ion channel	DTO_01300327	  46	   39
      611	OPN1SW	0.519	0.769	0.021134	G-protein coupled receptor	DTO_02300001	 164	  256
      613	BCR	0.431	0.885	0.98761	Enzyme modulator	DTO_05007584	 392	 1601
      616	BCRP4	0.805	0.154				   9	    3
      617	BCS1L	0.534	0.808	4.6972e-13			 172	  100
      618	BCYRN1	0.666	0.423				  38	   27
      622	BDH1	0.729	0.423	7.5703e-08	Enzyme	DTO_05007624	  23	   14
      623	BDKRB1	0.619	0.731	0.0046897	G-protein coupled receptor	DTO_02300001	  79	   53
      624	BDKRB2	0.585	0.808	0.11863	G-protein coupled receptor	DTO_02300001	 105	   71
      627	BDNF	0.345	0.923	0.65626	Signaling	DTO_05007599	 992	 3258
      629	CFB	0.532	0.769	4.6696e-16			 139	  167
      631	BFSP1	0.729	0.231	1.8463e-07			  16	    8
      632	BGLAP	0.462	0.846	4.6155e-08			 274	  401
      633	BGN	0.484	0.808	0.45229			 253	  171
      634	CEACAM1	0.525	0.731	0.00078816			 167	  138
      635	BHMT	0.595	0.731	3.739e-14			  71	   55
      636	BICD1	0.821	0.231	1.5724e-05			   8	    7
      637	BID	0.555	0.808	1.5646e-11			 117	  126
      638	BIK	0.653	0.462	5.0334e-06			  48	   41
      639	PRDM1	0.538	0.731	0.9565			 126	  152
      640	BLK	0.585	0.769	8.348e-14	Kinase	DTO_03300101	  86	   96
      641	BLM	0.535	0.808	1.5376e-15			 158	  276
      642	BLMH	0.716	0.423	0.12878	Enzyme	DTO_05007624	  22	   25
      643	CXCR5	0.524	0.769	0.72861	G-protein coupled receptor	DTO_02300001	 146	  142
      644	BLVRA	0.663	0.423	0.00034786	Enzyme	DTO_05007624	  34	   28
      645	BLVRB	0.695	0.423	4.1869e-06	Enzyme	DTO_05007624	  31	   18
      646	BNC1	0.736	0.423	0.96479	Nucleic acid binding	DTO_05007557	  21	   16
      648	BMI1	0.448	0.808	0.94286			 309	  563
      649	BMP1	0.554	0.769	0.00088564			 121	  125
      650	BMP2	0.432	0.846	0.98799	Signaling	DTO_05007599	 428	  434
      651	BMP3	0.678	0.423	0.056398	Signaling	DTO_05007599	  32	   25
      652	BMP4	0.422	0.808	0.9564	Signaling	DTO_05007599	 423	  380
      653	BMP5	0.653	0.577	0.00090084	Signaling	DTO_05007599	  43	   26
      654	BMP6	0.531	0.808	0.75947	Signaling	DTO_05007599	 137	  123
      655	BMP7	0.498	0.769	0.12727	Signaling	DTO_05007599	 197	  219
      656	BMP8B	0.792	0.192	0.0001897	Signaling	DTO_05007599	  12	    6
      657	BMPR1A	0.522	0.731	0.90333	Kinase	DTO_03300101	 203	  112
      658	BMPR1B	0.573	0.615	0.99863	Kinase	DTO_03300101	 145	   45
      659	BMPR2	0.538	0.654	0.99998	Kinase	DTO_03300101	 146	  333
      660	BMX	0.663	0.385	0.006673	Kinase	DTO_03300101	  38	   24
      661	POLR3D			3.8286e-11	Enzyme	DTO_05007624	   1	    1
      662	BNIP1	0.792	0.346	9.678e-07			  11	    8
      663	BNIP2	0.861	0.115	6.4641e-05			   4	    3
      664	BNIP3	0.52	0.731	1.9687e-05			 158	  153
      665	BNIP3L	0.636	0.654	0.15274			  63	   44
      666	BOK	0.722	0.346	0.16279	Signaling	DTO_05007599	  27	   14
      667	DST	0.552	0.846	1	Cellular structure	DTO_05007530	 147	  174
      668	FOXL2	0.542	0.692	0.87762	Transcription factor	DTO_05007542	 137	  198
      669	BPGM	0.821	0.154	0.021313			  10	    3
      670	BPHL	0.722	0.231	4.5804e-07			  22	   18
      671	BPI	0.61	0.769	1.6514e-14			  83	   87
      672	BRCA1	0.367	0.923	9.2157e-29	Enzyme	DTO_05007624	 747	 6261
      673	BRAF	0.319	0.846	0.99995	Kinase	DTO_03300101	1228	 5616
      675	BRCA2	0.379	0.846	2.3581e-25	Nucleic acid binding	DTO_05007557	 656	 3810
      676	BRDT	0.751	0.231	5.7616e-09	Epigenetic regulator	DTO_05007378	  17	   11
      677	ZFP36L1	0.659	0.5	0.67406	Nucleic acid binding	DTO_05007557	  43	   26
      678	ZFP36L2	0.686	0.5	0.966	Nucleic acid binding	DTO_05007557	  34	   14
      680	BRS3	0.474	0.846	0.94849	G-protein coupled receptor	DTO_02300001	 261	  434
      682	BSG	0.458	0.769	2.5873e-05			 287	  449
      683	BST1	0.67	0.423	4.2099e-11	Enzyme	DTO_05007624	  41	   47
      684	BST2	0.57	0.769	0.00042516			  95	   75
      685	BTC	0.644	0.577	0.062276	Signaling	DTO_05007599	  51	   45
      686	BTD	0.628	0.654	1.4972e-07	Enzyme	DTO_05007624	  90	  109
      687	KLF9	0.595	0.577	0.88783	Nucleic acid binding	DTO_05007557	  77	   54
      688	KLF5	0.534	0.769	0.8181	Nucleic acid binding	DTO_05007557	 143	  163
      689	BTF3	0.674	0.577	0.75624			  34	   16
      690	BTF3P11	0.519	0.731				 154	  209
      694	BTG1	0.564	0.692	0.53641			  98	   58
      695	BTK	0.464	0.808	0.99996	Kinase	DTO_03300101	 290	  687
      696	BTN1A1	0.839	0.346	1.9496e-08	Enzyme modulator	DTO_05007584	   9	   18
      699	BUB1	0.528	0.731	4.8813e-09	Kinase	DTO_03300101	 162	   76
      700	BVR1	1	0.154				   1	    1
      701	BUB1B	0.502	0.808	6.998e-10	Kinase	DTO_03300101	 231	  104
      705	BYSL	0.821	0.231	9.9642e-05			  10	    7
      706	TSPO	0.444	0.885	0.00027398			 341	  487
      708	C1QBP	0.569	0.692	2.0164e-07			 111	   79
      710	SERPING1	0.507	0.769	0.96351	Enzyme modulator	DTO_05007584	 207	  464
      712	C1QA	0.623	0.654	0.0038204			  88	   31
      713	C1QB	0.711	0.538	0.15392			  24	   20
      714	C1QC	0.751	0.423	0.048591			  19	   16
      715	C1R	0.638	0.654	0.77888	Enzyme	DTO_05007624	  96	   17
      716	C1S	0.705	0.462	0.00067654	Enzyme	DTO_05007624	  43	   15
      717	C2	0.617	0.692	1.3494e-16			  71	   85
      718	C3	0.445	0.885	0.90421	Enzyme modulator	DTO_05007584	 343	  385
      719	C3AR1	0.601	0.731	3.3053e-09	G-protein coupled receptor	DTO_02300001	  73	   55
      720	C4A	0.563	0.769	1.5416e-11	Enzyme modulator	DTO_05007584	 145	   89
      721	C4B	0.603	0.808	0.83464	Enzyme modulator	DTO_05007584	  66	  100
      722	C4BPA	0.556	0.846	0.45739			 107	  125
      725	C4BPB	0.678	0.692	4.3958e-05			  30	   22
      726	CAPN5	0.663	0.615	2.5197e-08	Enzyme	DTO_05007624	  46	   24
      727	C5	0.55	0.731	8.079e-24	Enzyme modulator	DTO_05007584	 129	  128
      728	C5AR1	0.513	0.808	0.40249	G-protein coupled receptor	DTO_02300001	 179	  169
      729	C6	0.7	0.615	5.8646e-22			  29	   24
      730	C7	0.751	0.423	1.0747e-14			  16	   21
      731	C8A	0.821	0.192	6.5536e-16			  12	    3
      732	C8B	0.76	0.269	2.3057e-19			  17	    9
      733	C8G	1	0.077	2.6521e-17			   3	    2
      735	C9	0.619	0.692	1.6323e-24			  62	   45
      738	VPS51	0.452	0.846	1.052e-08			 292	  443
      740	MRPL49	0.89	0.115	0.00031078	Nucleic acid binding	DTO_05007557	   3	    4
      741	ZNHIT2	0.805	0.115	2.2483e-05	Transcription factor	DTO_05007542	   7	    4
      744	MPPED2	0.78	0.385	0.99349	Enzyme	DTO_05007624	  20	   13
      745	MYRF	0.584	0.731	1			 102	   53
      746	TMEM258	0.644	0.654	0.0018504			  63	   40
      747	DAGLA	0.821	0.308	0.99999			  19	   14
      750	GAS8-AS1	0.751	0.192				  16	    8
      752	FMNL1	0.711	0.577	0.99985			  27	   14
      753	LDLRAD4	0.769	0.231	0.62011			  16	   11
      754	PTTG1IP	0.678	0.346	0.0049827			  45	   33
      755	CFAP410	0.633	0.615	3.291e-07			  73	   13
      757	TMEM50B	1	0.077	0.029357			   2	    1
      758	MPPED1	1	0.038	0.0019823	Enzyme	DTO_05007624	   2	    2
      759	CA1	0.623	0.769	4.7481e-11			  66	   41
      760	CA2	0.506	0.808	1.6946e-06			 210	  162
      761	CA3	0.682	0.5	0.0017251			  37	   28
      762	CA4	0.674	0.577	7.1318e-06			  45	   19
      763	CA5A	0.686	0.5	7.9051e-05			  42	   22
      765	CA6	0.769	0.385	0.00035958			  13	   16
      766	CA7	0.89	0.154	0.10796			   6	    3
      767	CA8	0.595	0.654	0.0082516			  87	   38
      768	CA9	0.483	0.731	1.3027e-09			 226	  443
      770	CA11	0.674	0.385	0.00095695			  39	   13
      771	CA12	0.592	0.731	1.2849e-11			  81	   62
      772	CACD	0.821	0.077				   6	    2
      773	CACNA1A	0.489	0.769	1	Ion channel	DTO_01300327	 320	  442
      774	CACNA1B	0.65	0.577	0.99998	Ion channel	DTO_01300327	  79	   22
      775	CACNA1C	0.51	0.846	1	Ion channel	DTO_01300327	 225	  262
      776	CACNA1D	0.582	0.577	1	Ion channel	DTO_01300327	 116	   77
      777	CACNA1E	0.65	0.577	1	Ion channel	DTO_01300327	  63	   29
      778	CACNA1F	0.595	0.5	1.2337e-05	Ion channel	DTO_01300327	  81	   66
      779	CACNA1S	0.595	0.692	6.2588e-12	Ion channel	DTO_01300327	 118	   96
      780	DDR1	0.497	0.808	4.6331e-06	Kinase	DTO_03300101	 195	  178
      781	CACNA2D1	0.641	0.5	0.99989	Ion channel	DTO_01300327	  82	   39
      782	CACNB1	0.792	0.154	0.78689	Ion channel	DTO_01300327	   9	    6
      783	CACNB2	0.659	0.538	2.6719e-06	Ion channel	DTO_01300327	  56	   58
      784	CACNB3	0.821	0.346	0.00028915	Ion channel	DTO_01300327	   8	    6
      785	CACNB4	0.653	0.231	0.030679	Ion channel	DTO_01300327	  54	   15
      786	CACNG1	1	0.077	1.4908e-08	Ion channel	DTO_01300327	   1	    1
      788	SLC25A20	0.563	0.769	1.1972e-07	Transporter	DTO_05007405	 130	   88
      790	CAD	0.482	0.846	0.99993	Enzyme	DTO_05007624	 249	  323
      793	CALB1	0.606	0.615	0.24308	Calcium-binding protein	DTO_05007616	  68	   63
      794	CALB2	0.545	0.692	4.5423e-07	Calcium-binding protein	DTO_05007616	 124	  125
      795	S100G	0.931	0.038	0.11469	Calcium-binding protein	DTO_05007616	   2	    1
      796	CALCA	0.416	0.923	0.015562	Signaling	DTO_05007599	 467	 1041
      797	CALCB	0.78	0.385	0.097127	Signaling	DTO_05007599	  10	    9
      799	CALCR	0.464	0.846	3.1176e-09	G-protein coupled receptor	DTO_02300001	 282	  336
      800	CALD1	0.578	0.692	0.99879			  94	   67
      801	CALM1	0.472	0.808	0.94473	Calcium-binding protein	DTO_05007616	 253	  260
      805	CALM2	0.472	0.808	0.92086	Calcium-binding protein	DTO_05007616	 252	  244
      808	CALM3	0.485	0.846	0.92749	Calcium-binding protein	DTO_05007616	 215	  231
      810	CALML3	0.621	0.5	0.00090968	Calcium-binding protein	DTO_05007616	  54	   55
      811	CALR	0.413	0.923	0.89133	Calcium-binding protein	DTO_05007616	 487	  831
      813	CALU	0.7	0.385	0.014005	Calcium-binding protein	DTO_05007616	  33	   22
      814	CAMK4	0.621	0.654	0.50957	Kinase	DTO_03300101	  69	   44
      815	CAMK2A	0.612	0.538	0.99845	Kinase	DTO_03300101	  87	   43
      816	CAMK2B	0.626	0.538	0.73914	Kinase	DTO_03300101	  80	   30
      817	CAMK2D	0.743	0.308	0.002287	Kinase	DTO_03300101	  21	   14
      818	CAMK2G	0.67	0.462	0.9991	Kinase	DTO_03300101	  51	   20
      819	CAMLG	0.769	0.154	0.00061836			  13	    6
      820	CAMP	0.466	0.846	0.0043897			 262	  278
      821	CANX	0.582	0.769	0.86635	Chaperone	DTO_05007613	  82	   64
      822	CAPG	0.548	0.731	9.357e-14	Cellular structure	DTO_05007530	 111	   78
      823	CAPN1	0.539	0.808	5.8554e-10	Enzyme	DTO_05007624	 165	  111
      824	CAPN2	0.59	0.692	3.519e-22	Enzyme	DTO_05007624	  87	   62
      825	CAPN3	0.564	0.615	3.5865e-19	Enzyme	DTO_05007624	 137	  236
      826	CAPNS1	0.674	0.538	7.11e-07			  37	   29
      827	CAPN6	0.839	0.077	0.81903	Enzyme	DTO_05007624	  11	    3
      828	CAPS	0.638	0.731	1.7206e-05			  50	   52
      829	CAPZA1	0.821	0.115	0.93292	Cellular structure	DTO_05007530	  20	   15
      830	CAPZA2			0.99828	Cellular structure	DTO_05007530	   5	    3
      831	CAST	0.541	0.846	4.1218e-12			 141	  123
      832	CAPZB	0.729	0.308	0.91165	Cellular structure	DTO_05007530	  27	   14
      833	CARS1	0.722	0.538	0.00040314	Enzyme	DTO_05007624	  28	   29
      834	CASP1	0.413	0.885	3.5183e-05	Enzyme	DTO_05007624	 444	  562
      835	CASP2	0.565	0.731	0.0015026	Enzyme	DTO_05007624	 105	   75
      836	CASP3	0.351	0.923	0.10017	Enzyme	DTO_05007624	 819	 2477
      837	CASP4	0.636	0.654	3.0474e-08	Enzyme	DTO_05007624	  53	   48
      838	CASP5	0.653	0.5	1.752e-16	Enzyme	DTO_05007624	  47	   27
      839	CASP6	0.61	0.615	0.00012665	Enzyme	DTO_05007624	  73	   71
      840	CASP7	0.581	0.654	5.3589e-05	Enzyme	DTO_05007624	  83	   88
      841	CASP8	0.404	0.923	3.7236e-06	Enzyme	DTO_05007624	 480	  693
      842	CASP9	0.458	0.808	7.3826e-06	Enzyme	DTO_05007624	 293	  469
      843	CASP10	0.528	0.692	4.6392e-12	Enzyme	DTO_05007624	 166	   63
      844	CASQ1	0.722	0.423	3.857e-18			  34	   23
      845	CASQ2	0.691	0.385	1.3885e-12			  41	   79
      846	CASR	0.41	0.846	0.046698	G-protein coupled receptor	DTO_02300001	 517	 1016
      847	CAT	0.359	0.962	1.6263e-10	Enzyme	DTO_05007624	 794	 1184
      856	CATR1						   3	    2
      857	CAV1	0.388	0.885	0.008274	Enzyme modulator	DTO_05007584	 633	  900
      858	CAV2	0.575	0.692	0.026973	Enzyme modulator	DTO_05007584	  96	   82
      859	CAV3	0.564	0.692	0.0054565	Enzyme modulator	DTO_05007584	 163	  132
      860	RUNX2	0.437	0.846	0.94884	Transcription factor	DTO_05007542	 405	  617
      861	RUNX1	0.425	0.808	0.65377	Transcription factor	DTO_05007542	 412	 1432
      862	RUNX1T1	0.53	0.808	0.97768	Transcription factor	DTO_05007542	 137	  476
      863	CBFA2T3	0.638	0.462	0.048373	Transcription factor	DTO_05007542	  53	   42
      864	RUNX3	0.459	0.731	0.84295	Transcription factor	DTO_05007542	 281	  445
      865	CBFB	0.601	0.538	0.9589			  76	  122
      866	SERPINA6	0.606	0.731	8.3448e-07	Enzyme modulator	DTO_05007584	  68	   48
      867	CBL	0.527	0.769	0.00060921	Enzyme	DTO_05007624	 172	  142
      868	CBLB	0.691	0.423	0.99825	Enzyme	DTO_05007624	  33	   35
      869	CBLN1	1	0.038	0.17628			   5	    4
      871	SERPINH1	0.545	0.769	0.027553	Enzyme modulator	DTO_05007584	 148	  118
      873	CBR1	0.572	0.654	6.2783e-05			 100	   97
      874	CBR3	0.736	0.385	3.0158e-06			  22	   13
      875	CBS	0.465	0.885	3.0799e-05	Enzyme	DTO_05007624	 295	  449
      878	CCA1	0.89	0.192				   4	    3
      882	CCAL1	0.89	0.038				   3	    2
      883	KYAT1	0.736	0.308	1.8743e-12	Enzyme	DTO_05007624	  24	   12
      885	CCK	0.453	0.846	3.3034e-05			 326	  846
      886	CCKAR	0.615	0.5	0.0040329	G-protein coupled receptor	DTO_02300001	  62	   53
      887	CCKBR	0.573	0.615	2.1404e-06	G-protein coupled receptor	DTO_02300001	 105	  126
      889	KRIT1	0.5	0.808	0.00069333			 201	  298
      890	CCNA2	0.578	0.654	0.99962	Enzyme modulator	DTO_05007584	  90	   80
      891	CCNB1	0.512	0.731	0.15993	Enzyme modulator	DTO_05007584	 155	  193
      892	CCNC	0.695	0.462	0.99914	Enzyme modulator	DTO_05007584	  24	   21
      894	CCND2	0.477	0.808	0.98658	Enzyme modulator	DTO_05007584	 241	  247
      896	CCND3	0.554	0.654	0.98347	Enzyme modulator	DTO_05007584	 126	  137
      898	CCNE1	0.538	0.731	0.97187	Enzyme modulator	DTO_05007584	 133	  195
      899	CCNF	0.7	0.615	0.12679	Enzyme modulator	DTO_05007584	  43	   17
      900	CCNG1	0.628	0.615	0.00073222	Enzyme modulator	DTO_05007584	  53	   39
      901	CCNG2	0.615	0.577	0.0096861	Enzyme modulator	DTO_05007584	  59	   30
      902	CCNH	0.595	0.769	0.00081328	Enzyme modulator	DTO_05007584	  83	   51
      904	CCNT1	0.716	0.346	0.051092	Enzyme modulator	DTO_05007584	  28	   20
      905	CCNT2	0.931	0.115	0.92681	Enzyme modulator	DTO_05007584	   7	    5
      907	CCT	0.588	0.769				  75	   57
      908	CCT6A	0.711	0.423	0.99532	Chaperone	DTO_05007613	  32	   16
      909	CD1A	0.543	0.769	4.1954e-24			 121	  131
      910	CD1B	0.722	0.423	5.3558e-11			  28	   28
      911	CD1C	0.633	0.692	1.5963e-08			  49	   47
      912	CD1D	0.532	0.769	1.8805e-06			 140	  153
      913	CD1E	0.805	0.154	3.2556e-18			   8	   12
      914	CD2	0.641	0.577	0.47108			  50	   40
      915	CD3D	0.626	0.577	8.5898e-05			  67	   33
      916	CD3E	0.615	0.615	0.00034464			  73	   44
      917	CD3G	0.695	0.346	1.712e-05			  33	   18
      919	CD247	0.539	0.731	0.016734			 140	  117
      920	CD4	0.604	0.654	0.00078914			  73	  111
      921	CD5	0.682	0.308	2.3074e-10			  32	   36
      922	CD5L	0.593	0.846	4.2297e-17	Enzyme	DTO_05007624	  78	   68
      923	CD6	0.489	0.808	9.2695e-05	Enzyme	DTO_05007624	 216	  364
      924	CD7	0.722	0.385	0.05135			  22	   15
      925	CD8A	0.587	0.769	1.6806e-05			  87	   79
      926	CD8B	0.674	0.462	0.00040103			  34	   26
      927	CD8B2	1	0.038				   1	    1
      928	CD9	0.528	0.769	0.0047221			 156	  272
      929	CD14	0.392	0.885	4.8813e-05			 551	  869
      930	CD19	0.43	0.885	0.90496			 365	 1057
      931	MS4A1	0.411	0.846	5.0781e-05	Receptor	DTO_05007575	 451	  956
      932	MS4A3	0.805	0.192	2.6344e-05	Receptor	DTO_05007575	  14	   12
      933	CD22	0.556	0.615	0.8044			 106	  162
      939	CD27	0.517	0.692	0.010011			 154	  172
      940	CD28	0.436	0.885	0.35779			 364	  500
      941	CD80	0.475	0.769	0.010898			 233	  298
      942	CD86	0.483	0.769	0.94879			 219	  265
      943	TNFRSF8	0.444	0.808	0.86407			 301	  671
      944	TNFSF8	0.61	0.538	0.75809			  62	   38
      945	CD33	0.524	0.769	5.6888e-07	Receptor	DTO_05007575	 142	  292
      946	SIGLEC6	0.861	0.192	0.0058774	Receptor	DTO_05007575	   5	    5
      947	CD34	0.368	0.808	4.9881e-06			 674	 1763
      948	CD36	0.446	0.846	1.0857e-60	Receptor	DTO_05007575	 351	  573
      949	SCARB1	0.559	0.731	0.066228	Receptor	DTO_05007575	 116	  120
      950	SCARB2	0.606	0.615	8.9495e-05	Receptor	DTO_05007575	 103	   69
